"","gameId","playId","nflId.x","displayName.x","frameId","time","jerseyNumber.x","club.x","playDirection","x.x","y.x","s.x","a.x","dis.x","o.x","dir.x","event","tackID.x","clubID.x","height.x","weight.x","birthDate.x","collegeName.x","position.x","tackle","assist","forcedFumble","pff_missedTackle","nflId.y","displayName.y","jerseyNumber.y","club.y","x.y","y.y","s.y","a.y","dis.y","o.y","dir.y","tackID.y","clubID.y","height.y","weight.y","birthDate.y","collegeName.y","position.y","posDif","ballCarrierId","ballCarrierDisplayName","playDescription","quarter","down","yardsToGo","possessionTeam","defensiveTeam","yardlineSide","yardlineNumber","gameClock","preSnapHomeScore","preSnapVisitorScore","passResult","passLength","penaltyYards","prePenaltyPlayResult","playResult","playNullifiedByPenalty","absoluteYardlineNumber","offenseFormation","defendersInTheBox","passProbability","preSnapHomeTeamWinProbability","preSnapVisitorTeamWinProbability","homeTeamWinProbabilityAdded","visitorTeamWinProbilityAdded","expectedPoints","expectedPointsAdded","foulName1","foulName2","foulNFLId1","foulNFLId2"
"1",2022090800,101,42816,"Troy Hill",45,"2022-09-08 20:25:12.599999",2,"LA","left",69.08,39.5,1.8,4.97,0.2,210.96,198.3,"tackle","2022090800-101-42816","101-LA","5-11",184,"1991-08-29","Oregon","CB",1,0,0,0,42816,"Troy Hill",2,"LA",69.08,39.5,1.8,4.97,0.2,210.96,198.3,"2022090800-101-42816","101-LA","5-11",184,"1991-08-29","Oregon","CB",0,47857,"Devin Singletary","(13:54) D.Singletary right end to BUF 45 for 7 yards (T.Hill).",1,1,10,"BUF","LA","BUF",38,"13:54",0,0,"",NA,NA,7,7,"N",72,"I_FORM",6,0.631819487,0.399819084,0.600180916,-0.014849719,0.014849719,2.126689584,0.562363489,NA,NA,NA,NA
"2",2022090800,1030,47862,"David Long",16,"2022-09-08 21:01:46.299999",22,"LA","right",58.69,37.3,2.36,4.05,0.21,45.74,326.79,"tackle","2022090800-1030-47862","1030-LA","5-11",196,"1998-02-06","Michigan","CB",1,0,0,0,47862,"David Long",22,"LA",58.69,37.3,2.36,4.05,0.21,45.74,326.79,"2022090800-1030-47862","1030-LA","5-11",196,"1998-02-06","Michigan","CB",0,52536,"Gabe Davis","(11:44) (Shotgun) J.Allen pass short left to G.Davis to 50 for 10 yards (D.Long).",2,3,2,"BUF","LA","BUF",40,"11:44",0,7,"C",10,NA,10,10,"N",50,"SHOTGUN",5,0.749548078,0.221376054,0.778623946,-0.025333134,0.025333134,1.215337055,1.508842597,NA,NA,NA,NA
"3",2022090800,1102,42816,"Troy Hill",46,"2022-09-08 21:03:55.799999",2,"LA","right",85.03,44.34,0.69,1.19,0.08,152.1,302.94,"tackle","2022090800-1102-42816","1102-LA","5-11",184,"1991-08-29","Oregon","CB",1,0,0,0,42816,"Troy Hill",2,"LA",85.03,44.34,0.69,1.19,0.08,152.1,302.94,"2022090800-1102-42816","1102-LA","5-11",184,"1991-08-29","Oregon","CB",0,52494,"Zack Moss","(9:37) (No Huddle, Shotgun) J.Allen pass short left to Z.Moss to LA 23 for 2 yards (T.Hill).",2,2,6,"BUF","LA","LA",25,"9:37",0,7,"C",-3,NA,2,2,"N",85,"SHOTGUN",6,0.544529438,0.168558296,0.831441704,0.001121957,-0.001121957,3.894042963,-0.13247946,NA,NA,NA,NA
"4",2022090800,1102,52492,"Terrell Lewis",46,"2022-09-08 21:03:55.799999",52,"LA","right",85.81,42.58,1.18,0.53,0.12,48.03,52.1,"tackle","2022090800-1102-52492","1102-LA","6-5",252,"1998-08-25","Alabama","OLB",0,0,0,1,52492,"Terrell Lewis",52,"LA",85.81,42.58,1.18,0.53,0.12,48.03,52.1,"2022090800-1102-52492","1102-LA","6-5",252,"1998-08-25","Alabama","OLB",0,52494,"Zack Moss","(9:37) (No Huddle, Shotgun) J.Allen pass short left to Z.Moss to LA 23 for 2 yards (T.Hill).",2,2,6,"BUF","LA","LA",25,"9:37",0,7,"C",-3,NA,2,2,"N",85,"SHOTGUN",6,0.544529438,0.168558296,0.831441704,0.001121957,-0.001121957,3.894042963,-0.13247946,NA,NA,NA,NA
"5",2022090800,1187,37075,"Von Miller",51,"2022-09-08 21:08:59.200000",40,"BUF","left",65.87,39.13,4.99,0.74,0.54,73.96,339.34,"tackle","2022090800-1187-37075","1187-BUF","6-3",250,"1989-03-26","Texas A&amp;M","OLB",1,0,0,0,37075,"Von Miller",40,"BUF",65.87,39.13,4.99,0.74,0.54,73.96,339.34,"2022090800-1187-37075","1187-BUF","6-3",250,"1989-03-26","Texas A&amp;M","OLB",0,47853,"Darrell Henderson","(8:48) D.Henderson right tackle to LA 44 for 4 yards (V.Miller, D.Jones).",2,1,10,"LA","BUF","LA",40,"8:48",0,10,"",NA,NA,4,4,"N",70,"SINGLEBACK",6,0.542592406,0.207236741,0.792763259,0.006344864,-0.006344864,2.123537082,-0.042901202,NA,NA,NA,NA
"6",2022090800,122,38577,"Bobby Wagner",29,"2022-09-08 20:25:53.799999",45,"LA","left",60.31,47.9,3.19,2.9,0.33,245.75,289.12,"tackle","2022090800-122-38577","122-LA","6-0",242,"1990-06-27","Utah State","ILB",1,0,0,0,38577,"Bobby Wagner",45,"LA",60.31,47.9,3.19,2.9,0.33,245.75,289.12,"2022090800-122-38577","122-LA","6-0",242,"1990-06-27","Utah State","ILB",0,47857,"Devin Singletary","(13:15) (Shotgun) J.Allen pass short right to D.Singletary to LA 49 for 6 yards (B.Wagner).",1,2,3,"BUF","LA","BUF",45,"13:15",0,0,"C",-3,NA,6,6,"N",65,"SHOTGUN",6,0.686938822,0.384969365,0.615030635,-0.019031707,0.019031707,2.689053073,0.399208847,NA,NA,NA,NA
"7",2022090800,1230,46190,"Taron Johnson",20,"2022-09-08 21:10:24.700000",7,"BUF","left",55.47,21.22,2.95,1.81,0.29,275.36,265.41,"tackle","2022090800-1230-46190","1230-BUF","5-11",192,"1996-07-27","Weber State","CB",1,0,0,0,46190,"Taron Johnson",7,"BUF",55.47,21.22,2.95,1.81,0.29,275.36,265.41,"2022090800-1230-46190","1230-BUF","5-11",192,"1996-07-27","Weber State","CB",0,53678,"Ben Skowronek","(8:04) (Shotgun) M.Stafford pass short left to B.Skowronek to BUF 44 for 12 yards (T.Johnson).",2,3,6,"LA","BUF","LA",44,"8:04",0,10,"C",7,NA,12,12,"N",66,"SHOTGUN",6,0.977441013,0.198758772,0.801241228,0.028453289,-0.028453289,1.257876028,1.859666275,NA,NA,NA,NA
"8",2022090800,1254,53490,"Carlos Basham",39,"2022-09-08 21:11:07.500000",55,"BUF","left",51.6,19.07,2.84,3.64,0.29,248.39,225.4,"tackle","2022090800-1254-53490","1254-BUF","6-4",273,NA,"Wake Forest","DE",1,0,0,0,53490,"Carlos Basham",55,"BUF",51.6,19.07,2.84,3.64,0.29,248.39,225.4,"2022090800-1254-53490","1254-BUF","6-4",273,NA,"Wake Forest","DE",0,46830,"Brandon Powell","(7:20) (Shotgun) B.Powell left tackle to BUF 41 for 3 yards (C.Basham). PENALTY on BUF-J.Phillips, Defensive Holding, 5 yards, enforced at BUF 41.",2,1,10,"LA","BUF","BUF",44,"7:20",0,10,"",NA,5,3,8,"N",54,"PISTOL",6,0.596053004,0.22721206,0.77278794,0.008700974,-0.008700974,3.117542303,0.550017479,"Defensive Holding",NA,42395,NA
"9",2022090800,1334,46085,"Tremaine Edmunds",10,"2022-09-08 21:13:18.400000",49,"BUF","left",37.64,11.84,3.48,3.9,0.34,225.92,186.46,"tackle","2022090800-1334-46085","1334-BUF","6-5",250,"1998-05-02","Virginia Tech","ILB",1,0,0,0,46085,"Tremaine Edmunds",49,"BUF",37.64,11.84,3.48,3.9,0.34,225.92,186.46,"2022090800-1334-46085","1334-BUF","6-5",250,"1998-05-02","Virginia Tech","ILB",0,41290,"Allen Robinson","(5:42) (No Huddle, Shotgun) M.Stafford pass short left to Al.Robinson to BUF 28 for 12 yards (T.Edmunds).",2,3,14,"LA","BUF","BUF",40,"5:42",0,10,"C",12,NA,12,12,"N",50,"EMPTY",5,0.971210361,0.198467821,0.801532179,0.015200226,-0.015200226,1.719236675,0.514896295,NA,NA,NA,NA
"10",2022090800,1358,44976,"Matt Milano",49,"2022-09-08 21:14:08.000000",58,"BUF","left",36.76,35.03,0,0.01,0.01,151.73,283.39,"tackle","2022090800-1358-44976","1358-BUF","6-0",223,"1994-07-28","Boston College","OLB",1,0,0,0,44976,"Matt Milano",58,"BUF",36.76,35.03,0,0.01,0.01,151.73,283.39,"2022090800-1358-44976","1358-BUF","6-0",223,"1994-07-28","Boston College","OLB",0,44881,"Cooper Kupp","(4:54) (Shotgun) M.Stafford pass short right to C.Kupp to BUF 25 for 3 yards (M.Milano, E.Oliver). BUF-E.Oliver was injured during the play.",2,4,2,"LA","BUF","BUF",28,"4:54",0,10,"C",-2,NA,3,3,"N",38,"EMPTY",7,0.823964596,0.213668047,0.786331953,0.021533092,-0.021533092,2.234132971,1.793118834,NA,NA,NA,NA
