"","gameId","playId","nflId.x","displayName.x","frameId","time","jerseyNumber.x","club.x","playDirection","x.x","y.x","s.x","a.x","dis.x","o.x","dir.x","event","tackID.x","clubID.x","frame.x","height.x","weight.x","birthDate.x","collegeName.x","position.x","tackle","assist","forcedFumble","pff_missedTackle","nflId.y","displayName.y","jerseyNumber.y","club.y","x.y","y.y","s.y","a.y","dis.y","o.y","dir.y","tackID.y","clubID.y","frame.y","height.y","weight.y","birthDate.y","collegeName.y","position.y","EuclideanDistance","ballCarrierId","ballCarrierDisplayName","playDescription","quarter","down","yardsToGo","possessionTeam","defensiveTeam","yardlineSide","yardlineNumber","gameClock","preSnapHomeScore","preSnapVisitorScore","passResult","passLength","penaltyYards","prePenaltyPlayResult","playResult","playNullifiedByPenalty","absoluteYardlineNumber","offenseFormation","defendersInTheBox","passProbability","preSnapHomeTeamWinProbability","preSnapVisitorTeamWinProbability","homeTeamWinProbabilityAdded","visitorTeamWinProbilityAdded","expectedPoints","expectedPointsAdded","foulName1","foulName2","foulNFLId1","foulNFLId2"
"1",2022102700,1086,43306,"Keanu Neal",77,"2022-10-27 21:02:18.900000",22,"TB","left",102.09,35.2,4.07,1.28,0.41,287.68,309.42,"tackle","2022102700-1086-43306","1086-TB","2022102700-1086-77","6-1",216,"1995-07-26","Florida","FS",0,0,0,1,41295,"Morgan Moses",78,"BAL",98.38,38.1,2.44,1.68,0.26,287.4,316.3,"2022102700-1086-41295","1086-BAL","2022102700-1086-77","6-6",330,"1991-03-03","Virginia","T",4.70893830921579,46437,"Gus Edwards","(12:44) (Shotgun) G.Edwards up the middle to BLT 18 for 12 yards (M.Edwards).",2,1,10,"BAL","TB","BAL",6,"12:44",10,3,"",NA,NA,12,12,"N",104,"PISTOL",7,0.411021948,0.753372055,0.246627945,-0.009423349,0.009423349,0.187800155,0.62990461,NA,NA,NA,NA
"2",2022102700,1086,43354,"Carl Nassib",77,"2022-10-27 21:02:18.900000",94,"TB","left",96.33,40.65,4.38,1.18,0.44,270.52,276.87,"tackle","2022102700-1086-43354","1086-TB","2022102700-1086-77","6-7",275,"1993-04-12","Penn State","OLB",0,0,0,1,41295,"Morgan Moses",78,"BAL",98.38,38.1,2.44,1.68,0.26,287.4,316.3,"2022102700-1086-41295","1086-BAL","2022102700-1086-77","6-6",330,"1991-03-03","Virginia","T",3.27184962979657,46437,"Gus Edwards","(12:44) (Shotgun) G.Edwards up the middle to BLT 18 for 12 yards (M.Edwards).",2,1,10,"BAL","TB","BAL",6,"12:44",10,3,"",NA,NA,12,12,"N",104,"PISTOL",7,0.411021948,0.753372055,0.246627945,-0.009423349,0.009423349,0.187800155,0.62990461,NA,NA,NA,NA
"3",2022102700,1086,47882,"Mike Edwards",77,"2022-10-27 21:02:18.900000",32,"TB","left",91.59,47.96,4.53,1.68,0.46,16.03,299.37,"tackle","2022102700-1086-47882","1086-TB","2022102700-1086-77","5-10",200,"1996-05-18","Kentucky","FS",1,0,0,0,46437,"Gus Edwards",35,"BAL",92.49,47.54,3.08,2.88,0.29,125.91,312.41,"2022102700-1086-46437","1086-BAL","2022102700-1086-77","6-1",238,"1995-04-13","Rutgers","RB",0.993176721434804,46437,"Gus Edwards","(12:44) (Shotgun) G.Edwards up the middle to BLT 18 for 12 yards (M.Edwards).",2,1,10,"BAL","TB","BAL",6,"12:44",10,3,"",NA,NA,12,12,"N",104,"PISTOL",7,0.411021948,0.753372055,0.246627945,-0.009423349,0.009423349,0.187800155,0.62990461,NA,NA,NA,NA
"4",2022102700,1126,43306,"Keanu Neal",13,"2022-10-27 21:03:34.900000",22,"TB","left",89.65,39.72,6.79,3.81,0.65,31.71,7.94,"tackle","2022102700-1126-43306","1126-TB","2022102700-1126-13","6-1",216,"1995-07-26","Florida","FS",1,0,0,0,46155,"Mark Andrews",89,"BAL",89.11,39.8,5.7,3.94,0.58,332.48,2.97,"2022102700-1126-46155","1126-BAL","2022102700-1126-13","6-5",255,"1995-09-06","Oklahoma","TE",0.545893762558253,46155,"Mark Andrews","(11:25) (Shotgun) L.Jackson pass short middle to M.Andrews to BLT 21 for 6 yards (K.Neal).",2,2,13,"BAL","TB","BAL",15,"11:25",10,3,"C",6,NA,6,6,"N",95,"SHOTGUN",6,0.853106499,0.761238642,0.238761358,0.000599701,-0.000599701,-0.418662698,0.047276495,NA,NA,NA,NA
"5",2022102700,1179,38588,"Lavonte David",46,"2022-10-27 21:04:40.200000",54,"TB","left",74.73,46.2,0.17,0.35,0.02,184.01,250.05,"tackle","2022102700-1179-38588","1179-TB","2022102700-1179-46","6-1",233,"1990-01-23","Nebraska","ILB",1,0,0,0,43415,"Demarcus Robinson",10,"BAL",74.73,45.18,0.24,1.11,0.02,252.83,2.64,"2022102700-1179-43415","1179-BAL","2022102700-1179-46","6-1",203,"1994-09-21","Florida","WR",1.02,43415,"Demarcus Robinson","(10:29) (No Huddle, Shotgun) L.Jackson pass short right to D.Robinson to BLT 36 for 6 yards (L.David, Z.McCollum).",2,1,10,"BAL","TB","BAL",30,"10:29",10,3,"C",6,NA,6,6,"N",80,"SHOTGUN",6,0.520257354,0.732998319,0.267001681,-0.000110053,0.000110053,1.414620491,0.187308657,NA,NA,NA,NA
"6",2022102700,1179,54622,"Zyon McCollum",46,"2022-10-27 21:04:40.200000",27,"TB","left",73.88,44.64,0.95,0.34,0.1,103.13,226.17,"tackle","2022102700-1179-54622","1179-TB","2022102700-1179-46","6-4",200,NA,"Sam Houston State","CB",0,1,0,1,43415,"Demarcus Robinson",10,"BAL",74.73,45.18,0.24,1.11,0.02,252.83,2.64,"2022102700-1179-43415","1179-BAL","2022102700-1179-46","6-1",203,"1994-09-21","Florida","WR",1.00702532242244,43415,"Demarcus Robinson","(10:29) (No Huddle, Shotgun) L.Jackson pass short right to D.Robinson to BLT 36 for 6 yards (L.David, Z.McCollum).",2,1,10,"BAL","TB","BAL",30,"10:29",10,3,"C",6,NA,6,6,"N",80,"SHOTGUN",6,0.520257354,0.732998319,0.267001681,-0.000110053,0.000110053,1.414620491,0.187308657,NA,NA,NA,NA
"7",2022102700,1203,47788,"Devin White",68,"2022-10-27 21:05:14.400000",45,"TB","left",68.56,2.74,0.96,4.99,0.12,177.11,169.26,"tackle","2022102700-1203-47788","1203-TB","2022102700-1203-68","6-0",237,"1998-02-17","Louisiana State","ILB",1,0,0,0,52500,"Devin Duvernay",13,"BAL",68.07,1.92,2.66,2.44,0.28,146.66,182.32,"2022102700-1203-52500","1203-BAL","2022102700-1203-68","5-11",210,"1997-09-12","Texas","WR",0.955248658727145,46101,"Lamar Jackson","(9:54) (Shotgun) L.Jackson left end to BLT 41 for 5 yards (D.White, J.Dean).",2,2,4,"BAL","TB","BAL",36,"9:54",10,3,"",NA,NA,5,5,"N",74,"SHOTGUN",7,0.505821645,0.732888266,0.267111734,-0.008031305,0.008031305,1.601929148,0.555930539,NA,NA,NA,NA
"8",2022102700,1224,47877,"Jamel Dean",25,"2022-10-27 21:05:46.099999",35,"TB","left",65.83,7.1,1.49,0.85,0.15,302.57,189.19,"tackle","2022102700-1224-47877","1224-TB","2022102700-1224-25","6-1",206,"1996-10-15","Auburn","CB",1,0,0,0,52609,"James Proche",3,"BAL",65.32,5.17,2.62,2.05,0.27,176.91,189.69,"2022102700-1224-52609","1224-BAL","2022102700-1224-25","6-0",193,"1996-09-20","Southern Methodist","WR",1.99624647776771,52609,"James Proche","(9:21) (Shotgun) L.Jackson pass short left to J.Proche to BLT 47 for 6 yards (J.Dean).",2,1,10,"BAL","TB","BAL",41,"9:21",10,3,"C",6,NA,6,6,"N",69,"SHOTGUN",6,0.514450669,0.724856962,0.275143038,-0.000590023,0.000590023,2.157859687,0.048828151,NA,NA,NA,NA
"9",2022102700,1290,46699,"Dee Delaney",27,"2022-10-27 21:07:38.599999",30,"TB","left",55.59,40.02,1.89,2.51,0.19,35.39,263.04,"tackle","2022102700-1290-46699","1290-TB","2022102700-1290-27","6-1",193,"02/20/1995","Miami","CB",1,0,0,0,43362,"Kenyan Drake",17,"BAL",54.38,40.83,2.15,5.38,0.24,118.92,290.15,"2022102700-1290-43362","1290-BAL","2022102700-1290-27","6-1",211,"1994-01-26","Alabama","RB",1.45609065651833,43362,"Kenyan Drake","(7:29) (Shotgun) L.Jackson pass short right to K.Drake to TB 44 for 2 yards (D.Delaney). PENALTY on BLT-J.Proche, Offensive Pass Interference, 10 yards, enforced at TB 46 - No Play.",2,1,10,"BAL","TB","TB",46,"7:29",10,3,"C",-6,-10,2,-10,"Y",56,"SHOTGUN",7,NA,0.695577245,0.304422755,0.029974408,-0.029974408,2.975877289,-0.929485159,"Offensive Pass Interference",NA,52609,NA
"10",2022102700,1398,47882,"Mike Edwards",56,"2022-10-27 21:11:51.900000",32,"TB","left",79.1,22.56,2.72,2.42,0.27,276.89,153.82,"tackle","2022102700-1398-47882","1398-TB","2022102700-1398-56","5-10",200,"1996-05-18","Kentucky","FS",0,0,0,1,43295,"Ronnie Stanley",79,"BAL",80.43,19.9,2.29,0.63,0.24,270.51,248.56,"2022102700-1398-43295","1398-BAL","2022102700-1398-56","6-6",315,"1994-03-18","Notre Dame","T",2.97397041007473,47896,"Justice Hill","(6:29) (Shotgun) J.Hill up the middle to BLT 36 for 8 yards (J.Tryon).",2,3,36,"BAL","TB","BAL",28,"6:29",10,3,"",NA,NA,8,8,"N",82,"SHOTGUN",5,0.761303723,0.759624053,0.240375947,0.010254379,-0.010254379,-0.358566013,-0.350549944,NA,NA,NA,NA
