"","gameId","playId","nflId.x","displayName.x","frameId","time","jerseyNumber.x","club.x","playDirection","x.x","y.x","s.x","a.x","dis.x","o.x","dir.x","event","tackID.x","clubID.x","frame.x","height.x","weight.x","birthDate.x","collegeName.x","position.x","tackle","assist","forcedFumble","pff_missedTackle","nflId.y","displayName.y","jerseyNumber.y","club.y","x.y","y.y","s.y","a.y","dis.y","o.y","dir.y","tackID.y","clubID.y","frame.y","height.y","weight.y","birthDate.y","collegeName.y","position.y","EuclideanDistance","ballCarrierId","ballCarrierDisplayName","playDescription","quarter","down","yardsToGo","possessionTeam","defensiveTeam","yardlineSide","yardlineNumber","gameClock","preSnapHomeScore","preSnapVisitorScore","passResult","passLength","penaltyYards","prePenaltyPlayResult","playResult","playNullifiedByPenalty","absoluteYardlineNumber","offenseFormation","defendersInTheBox","passProbability","preSnapHomeTeamWinProbability","preSnapVisitorTeamWinProbability","homeTeamWinProbabilityAdded","visitorTeamWinProbilityAdded","expectedPoints","expectedPointsAdded","foulName1","foulName2","foulNFLId1","foulNFLId2"
"1",2022110300,1091,46188,"Kyzir White",44,"2022-11-03 20:58:06.400000",43,"PHI","left",61.18,23.25,0.61,2.1,0.05,299.94,60.52,"tackle","2022110300-1091-46188","1091-PHI","2022110300-1091-44","6-2",216,"1996-03-24","West Virginia","ILB",1,0,0,0,54572,"Dameon Pierce",31,"HOU",60.38,22.87,0.46,1.97,0.06,23.62,175.85,"2022110300-1091-54572","1091-HOU","2022110300-1091-44","5-10",215,NA,"Florida","RB",0.885663593019378,54572,"Dameon Pierce","(11:30) D.Pierce left guard to 50 for 1 yard (K.White).",2,2,10,"HOU","PHI","HOU",49,"11:30",7,7,"",NA,NA,1,1,"N",61,"SINGLEBACK",7,0.598595142,0.199684385,0.800315615,-0.00729214,0.00729214,2.114861083,-0.736156661,NA,NA,NA,NA
"2",2022110300,121,38542,"Fletcher Cox",53,"2022-11-03 20:18:24.299999",91,"PHI","right",61.45,13.74,1.26,3.83,0.15,201.2,142.33,"tackle","2022110300-121-38542","121-PHI","2022110300-121-53","6-4",310,"1990-12-13","Mississippi State","DT",1,0,0,0,54572,"Dameon Pierce",31,"HOU",61.7,13.39,3.18,2.85,0.31,109.68,165.56,"2022110300-121-54572","121-HOU","2022110300-121-53","5-10",215,NA,"Florida","RB",0.430116263352131,54572,"Dameon Pierce","(13:12) D.Pierce right end to PHI 48 for 3 yards (F.Cox).",1,1,10,"HOU","PHI","HOU",49,"13:12",0,0,"",NA,NA,3,3,"N",59,"I_FORM",7,0.648495972,0.18104288,0.81895712,-0.000473868,0.000473868,2.87052574,-0.233112911,NA,NA,NA,NA
"3",2022110300,1229,54615,"Thomas Booker",48,"2022-11-03 21:04:45.400000",56,"HOU","right",87.78,19.39,4.97,4,0.51,120.03,85.44,"tackle","2022110300-1229-54615","1229-HOU","2022110300-1229-48","6-4",310,NA,"Stanford","DT",1,0,0,0,46118,"Dallas Goedert",88,"PHI",88.37,19.19,3.91,4.55,0.37,76.08,59.08,"2022110300-1229-46118","1229-PHI","2022110300-1229-48","6-5",256,"1995-01-03","South Dakota State","TE",0.622976725086904,46118,"Dallas Goedert","(8:02) (Shotgun) J.Hurts pass short right to D.Goedert to HST 21 for 15 yards (T.Booker, J.Hansen).",2,2,5,"PHI","HOU","HOU",36,"8:02",7,7,"C",-4,NA,15,15,"N",74,"SHOTGUN",7,0.652113199,0.124212721,0.875787279,-0.006912313,0.006912313,3.453063836,1.133018679,NA,NA,NA,NA
"4",2022110300,1253,44964,"Desmond King",30,"2022-11-03 21:05:08.400000",25,"HOU","right",91.32,40.37,3.35,0.97,0.34,66.04,73.52,"tackle","2022110300-1253-44964","1253-HOU","2022110300-1253-30","5-10",201,"1994-12-14","Iowa","CB",0,0,0,1,53439,"DeVonta Smith",6,"PHI",90.16,42.58,1.04,0.41,0.11,95.46,106.62,"2022110300-1253-53439","1253-PHI","2022110300-1253-30","6-1",165,NA,"Alabama","WR",2.49593669791523,45102,"Zach Pascal","(7:36) (No Huddle, Shotgun) J.Hurts pass short left to Z.Pascal to HST 13 for 8 yards (J.Owens).",2,1,10,"PHI","HOU","HOU",21,"7:36",7,7,"C",0,NA,8,8,"N",89,"SHOTGUN",6,0.603079438,0.117300408,0.882699592,-0.002203062,0.002203062,4.586082515,0.610533197,NA,NA,NA,NA
"5",2022110300,1253,46669,"Jonathan Owens",30,"2022-11-03 21:05:08.400000",36,"HOU","right",94.82,39.37,1,1.85,0.11,345.35,295.17,"tackle","2022110300-1253-46669","1253-HOU","2022110300-1253-30","5-11",210,"1995-07-22","Missouri Western","FS",1,0,0,0,45102,"Zach Pascal",3,"PHI",97.29,40.77,3.9,3.8,0.4,44.56,45.27,"2022110300-1253-45102","1253-PHI","2022110300-1253-30","6-2",214,"1994-12-18","Old Dominion","WR",2.83917241463073,45102,"Zach Pascal","(7:36) (No Huddle, Shotgun) J.Hurts pass short left to Z.Pascal to HST 13 for 8 yards (J.Owens).",2,1,10,"PHI","HOU","HOU",21,"7:36",7,7,"C",0,NA,8,8,"N",89,"SHOTGUN",6,0.603079438,0.117300408,0.882699592,-0.002203062,0.002203062,4.586082515,0.610533197,NA,NA,NA,NA
"6",2022110300,1277,35470,"Jerry Hughes",46,"2022-11-03 21:05:31.000000",55,"HOU","right",98.7,35.64,6.08,2.49,0.62,69.51,36.47,"tackle","2022110300-1277-35470","1277-HOU","2022110300-1277-46","6-2",254,"1988-08-13","Texas Christian","DE",1,0,0,0,47836,"Miles Sanders",26,"PHI",98.1,35.98,4.5,1.68,0.45,335.64,20.09,"2022110300-1277-47836","1277-PHI","2022110300-1277-46","5-11",211,"1997-05-01","Penn State","RB",0.689637585982672,47836,"Miles Sanders","(7:12) (No Huddle, Shotgun) M.Sanders up the middle to HST 12 for 1 yard (J.Hughes).",2,2,2,"PHI","HOU","HOU",13,"7:12",7,7,"",NA,NA,1,1,"N",97,"PISTOL",7,0.553444445,0.115097346,0.884902654,0.019226788,-0.019226788,5.196615712,-0.260166471,NA,NA,NA,NA
"7",2022110300,1340,35470,"Jerry Hughes",53,"2022-11-03 21:07:52.200000",55,"HOU","right",105.7,33.74,2.74,3.4,0.27,27.65,43.29,"tackle","2022110300-1340-35470","1340-HOU","2022110300-1340-53","6-2",254,"1988-08-13","Texas Christian","DE",0,0,0,1,52461,"Jalen Hurts",1,"PHI",106.05,35.33,2.44,1.84,0.23,126.29,356.14,"2022110300-1340-52461","1340-PHI","2022110300-1340-53","6-2",218,"1998-08-07","Oklahoma","QB",1.62806633771477,52461,"Jalen Hurts","(5:22) (No Huddle, Shotgun) J.Hurts left end to HST 4 for no gain (J.Owens).",2,2,4,"PHI","HOU","HOU",4,"5:22",7,7,"",NA,NA,0,0,"N",106,"PISTOL",7,0.57750535,0.123982793,0.876017207,0.01073744,-0.01073744,5.615334905,-0.996338147,NA,NA,NA,NA
"8",2022110300,1340,46669,"Jonathan Owens",53,"2022-11-03 21:07:52.200000",36,"HOU","right",105.87,33.89,1.61,1.74,0.16,33.17,359.16,"tackle","2022110300-1340-46669","1340-HOU","2022110300-1340-53","5-11",210,"1995-07-22","Missouri Western","FS",1,0,0,0,52461,"Jalen Hurts",1,"PHI",106.05,35.33,2.44,1.84,0.23,126.29,356.14,"2022110300-1340-52461","1340-PHI","2022110300-1340-53","6-2",218,"1998-08-07","Oklahoma","QB",1.45120639469374,52461,"Jalen Hurts","(5:22) (No Huddle, Shotgun) J.Hurts left end to HST 4 for no gain (J.Owens).",2,2,4,"PHI","HOU","HOU",4,"5:22",7,7,"",NA,NA,0,0,"N",106,"PISTOL",7,0.57750535,0.123982793,0.876017207,0.01073744,-0.01073744,5.615334905,-0.996338147,NA,NA,NA,NA
"9",2022110300,1409,53894,"Marvin Wilson",44,"2022-11-03 21:13:00.400000",73,"PHI","left",80.44,18.22,3.78,4.51,0.4,207.32,223.41,"tackle","2022110300-1409-53894","1409-PHI","2022110300-1409-44","6-5",311,NA,"Florida State","DT",1,0,0,0,54572,"Dameon Pierce",31,"HOU",79.51,16.85,5.22,2.52,0.54,199.89,222.4,"2022110300-1409-54572","1409-HOU","2022110300-1409-44","5-10",215,NA,"Florida","RB",1.65583815634258,54572,"Dameon Pierce","(4:32) D.Pierce left guard to HST 31 for 6 yards (M.Wilson).",2,1,10,"HOU","PHI","HOU",25,"4:32",7,14,"",NA,NA,6,6,"N",85,"SINGLEBACK",7,0.30035904,0.094369037,0.905630963,-0.000655655,0.000655655,1.157480543,-0.035012998,NA,NA,NA,NA
"10",2022110300,1430,44825,"Haason Reddick",61,"2022-11-03 21:13:40.700000",7,"PHI","left",79.4,29.32,0.33,0.62,0.03,334.97,80.16,"tackle","2022110300-1430-44825","1430-PHI","2022110300-1430-61","6-1",235,"1994-09-22","Temple","OLB",0,0,0,1,47806,"Tytus Howard",71,"HOU",79.97,30.36,1.07,0.44,0.11,331.45,343.55,"2022110300-1430-47806","1430-HOU","2022110300-1430-61","6-5",322,"1996-05-23","Alabama State","T",1.18595952713404,54572,"Dameon Pierce","(3:53) D.Pierce right tackle to HST 34 for 3 yards (T.Edwards, M.Wilson). PHI-F.Cox was injured during the play.",2,2,4,"HOU","PHI","HOU",31,"3:53",7,14,"",NA,NA,3,3,"N",79,"I_FORM",8,0.504857361,0.093713382,0.906286618,0.00240306,-0.00240306,1.122467545,0.116816814,NA,NA,NA,NA
