"","gameId","playId","nflId.x","displayName.x","frameId","time","jerseyNumber.x","club.x","playDirection","x.x","y.x","s.x","a.x","dis.x","o.x","dir.x","event","tackID.x","clubID.x","frame.x","height.x","weight.x","birthDate.x","collegeName.x","position.x","tackle","assist","forcedFumble","pff_missedTackle","nflId.y","displayName.y","jerseyNumber.y","club.y","x.y","y.y","s.y","a.y","dis.y","o.y","dir.y","tackID.y","clubID.y","frame.y","height.y","weight.y","birthDate.y","collegeName.y","position.y","EuclideanDistance","ballCarrierId","ballCarrierDisplayName","playDescription","quarter","down","yardsToGo","possessionTeam","defensiveTeam","yardlineSide","yardlineNumber","gameClock","preSnapHomeScore","preSnapVisitorScore","passResult","passLength","penaltyYards","prePenaltyPlayResult","playResult","playNullifiedByPenalty","absoluteYardlineNumber","offenseFormation","defendersInTheBox","passProbability","preSnapHomeTeamWinProbability","preSnapVisitorTeamWinProbability","homeTeamWinProbabilityAdded","visitorTeamWinProbilityAdded","expectedPoints","expectedPointsAdded","foulName1","foulName2","foulNFLId1","foulNFLId2"
"1",2022101300,1000,46077,"Roquan Smith",68,"2022-10-13 20:55:54.099999",58,"CHI","left",108.44,29.9,0.77,1.58,0.06,47.77,52.53,"tackle","2022101300-1000-46077","1000-CHI","2022101300-1000-68","6-0",230,"1997-04-08","Georgia","ILB",1,0,0,0,41475,"Charles Leno",72,"WAS",108.98,29.16,0.55,0.49,0.05,320.76,23.95,"2022101300-1000-41475","1000-WAS","2022101300-1000-68","6-3",305,"1991-10-09","Boise State","T",0.916078599247905,54563,"Brian Robinson","(11:18) B.Robinson left guard to WAS 2 for 1 yard (R.Smith).",2,1,10,"WAS","CHI","WAS",1,"11:18",0,0,"",NA,NA,1,1,"N",109,"I_FORM",7,0.194802642,0.457818177,0.542181823,0.022886187,-0.022886187,-0.049038326,-0.3357882,NA,NA,NA,NA
"2",2022101300,1021,45345,"Nicholas Morrow",58,"2022-10-13 20:56:37.799999",53,"CHI","left",105.24,24.51,0.6,1.99,0.07,178.83,177.31,"tackle","2022101300-1021-45345","1021-CHI","2022101300-1021-58","6-0",225,"1995-07-10","Greenville","OLB",0,1,0,1,54563,"Brian Robinson",8,"WAS",104.47,24.29,0.82,1.51,0.08,52.6,201.42,"2022101300-1021-54563","1021-WAS","2022101300-1021-58","6-1",228,NA,"Alabama","RB",0.800812087820854,54563,"Brian Robinson","(10:33) (Shotgun) B.Robinson left tackle to WAS 6 for 4 yards (N.Morrow; J.Johnson).",2,2,9,"WAS","CHI","WAS",2,"10:33",0,0,"",NA,NA,4,4,"N",108,"PISTOL",7,0.584827781,0.480704363,0.519295637,0.012995806,-0.012995806,-0.384826526,-0.573671936,NA,NA,NA,NA
"3",2022101300,1042,54513,"Jaquan Brisker",33,"2022-10-13 20:57:20.599999",9,"CHI","left",87.14,21.01,0.77,2.05,0.09,268.42,317.85,"tackle","2022101300-1042-54513","1042-CHI","2022101300-1042-33","6-1",202,NA,"Penn State","SS",1,0,0,0,47859,"Terry McLaurin",17,"WAS",86.96,21.52,2.13,2.47,0.21,128.8,324.04,"2022101300-1042-47859","1042-WAS","2022101300-1042-33","6-0",210,"1995-09-15","Ohio State","WR",0.540832691319599,47859,"Terry McLaurin","(9:50) (Shotgun) C.Wentz pass short left to T.McLaurin to WAS 23 for 17 yards (J.Brisker, E.Jackson).",2,3,5,"WAS","CHI","WAS",6,"9:50",0,0,"C",7,NA,17,17,"N",104,"SHOTGUN",6,0.940887034,0.493700169,0.506299831,-0.069450639,0.069450639,-0.958498462,2.056984555,NA,NA,NA,NA
"4",2022101300,1088,54504,"Kyler Gordon",28,"2022-10-13 20:58:42.599999",6,"CHI","left",82.96,50.38,3.81,3.6,0.4,191.96,335.45,"tackle","2022101300-1088-54504","1088-CHI","2022101300-1088-28","6-0",195,NA,"Washington","CB",1,0,0,0,54614,"Cole Turner",85,"WAS",82.14,50.11,3.57,3.42,0.37,197.5,334.49,"2022101300-1088-54614","1088-WAS","2022101300-1088-28","6-6",240,NA,"Nevada","TE",0.863307592923861,54614,"Cole Turner","(9:06) (Shotgun) C.Wentz pass short right to C.Turner to WAS 28 for 5 yards (K.Gordon).",2,2,10,"WAS","CHI","WAS",23,"9:06",0,0,"C",1,NA,5,5,"N",87,"SHOTGUN",6,0.53149277,0.442770053,0.557229947,0.003647849,-0.003647849,0.623402906,-0.274344756,NA,NA,NA,NA
"5",2022101300,1198,47956,"Cole Holcomb",63,"2022-10-13 21:03:45.599999",55,"WAS","right",61.39,41.65,2.2,2.5,0.21,203.59,18.13,"tackle","2022101300-1198-47956","1198-WAS","2022101300-1198-63","6-1",240,"1996-07-30","North Carolina","ILB",1,0,0,0,47856,"David Montgomery",32,"CHI",61.61,42,1.93,1.19,0.23,198.22,8.49,"2022101300-1198-47856","1198-CHI","2022101300-1198-63","5-10",222,"1997-06-07","Iowa State","RB",0.413400532171888,47856,"David Montgomery","(7:33) D.Montgomery left end to WAS 48 for 3 yards (C.Holcomb).",2,1,10,"CHI","WAS","CHI",49,"7:33",0,0,"",NA,NA,3,3,"N",59,"SINGLEBACK",6,0.647297442,0.500102565,0.499897435,0.001543593,-0.001543593,2.656420325,-0.202690578,NA,NA,NA,NA
"6",2022101300,1219,44829,"Jonathan Allen",49,"2022-10-13 21:04:23.799999",93,"WAS","right",64.62,31.41,1.2,1.45,0.13,85.76,127.02,"tackle","2022101300-1219-44829","1219-WAS","2022101300-1219-49","6-3",300,"1995-01-16","Alabama","DT",1,0,0,0,44068,"Lucas Patrick",62,"CHI",64.4,31.26,1.59,1.87,0.15,5.85,157.51,"2022101300-1219-44068","1219-CHI","2022101300-1219-49","6-3",313,"1993-07-30","Duke","G",0.266270539113885,47856,"David Montgomery","(6:53) (Shotgun) D.Montgomery left guard to WAS 44 for 4 yards (J.Allen).",2,2,7,"CHI","WAS","WAS",48,"6:53",0,0,"",NA,NA,4,4,"N",62,"SHOTGUN",8,0.698494017,0.501646157,0.498353843,-0.017762493,0.017762493,2.453729746,-0.183803188,NA,NA,NA,NA
"7",2022101300,1219,54643,"John Ridgeway",49,"2022-10-13 21:04:23.799999",91,"WAS","right",61.28,31.55,0.81,0.24,0.07,71.62,241.43,"tackle","2022101300-1219-54643","1219-WAS","2022101300-1219-49","6-6",320,NA,"Arkansas","DT",0,0,0,1,53580,"Larry Borom",75,"CHI",63.86,32.87,2.02,0.56,0.21,78.18,38.01,"2022101300-1219-53580","1219-CHI","2022101300-1219-49","6-6",332,NA,"Missouri","T",2.89806832217599,47856,"David Montgomery","(6:53) (Shotgun) D.Montgomery left guard to WAS 44 for 4 yards (J.Allen).",2,2,7,"CHI","WAS","WAS",48,"6:53",0,0,"",NA,NA,4,4,"N",62,"SHOTGUN",8,0.698494017,0.501646157,0.498353843,-0.017762493,0.017762493,2.453729746,-0.183803188,NA,NA,NA,NA
"8",2022101300,1347,52571,"Kindle Vildor",20,"2022-10-13 21:10:11.799999",22,"CHI","left",73.96,43.29,1.45,6.36,0.18,178.84,86.18,"tackle","2022101300-1347-52571","1347-CHI","2022101300-1347-20","5-11",190,"1997-12-11","Georgia Southern","CB",1,0,0,0,44852,"Curtis Samuel",10,"WAS",73.25,43.25,1.76,4.85,0.2,248.35,314.99,"2022101300-1347-44852","1347-WAS","2022101300-1347-20","5-11",195,"1996-08-11","Ohio State","WR",0.711125867902435,44852,"Curtis Samuel","(4:43) (Shotgun) C.Wentz pass short right to C.Samuel to WAS 37 for 3 yards (K.Vildor).",2,2,7,"WAS","CHI","WAS",34,"4:43",0,0,"C",1,NA,3,3,"N",76,"SHOTGUN",6,0.62646699,0.420655448,0.579344552,0.009813197,-0.009813197,1.058427827,-0.335786724,NA,NA,NA,NA
"9",2022101300,1454,53448,"Jamin Davis",22,"2022-10-13 21:14:58.200000",52,"WAS","right",35.85,48.01,6.58,4.04,0.68,341.42,25.44,"tackle","2022101300-1454-53448","1454-WAS","2022101300-1454-22","6-4",234,NA,"Kentucky","OLB",1,0,0,0,52581,"Darnell Mooney",11,"CHI",36.42,47.96,4.87,3.42,0.47,73.99,53.66,"2022101300-1454-52581","1454-CHI","2022101300-1454-22","5-11",172,"1997-10-29","Tulane","WR",0.572188780036799,52581,"Darnell Mooney","(3:20) (No Huddle, Shotgun) J.Fields pass short left to D.Mooney to CHI 27 for 5 yards (J.Davis).",2,2,9,"CHI","WAS","CHI",22,"3:20",0,0,"C",-1,NA,5,5,"N",32,"SHOTGUN",7,0.462225288,0.438983008,0.561016992,-0.000205107,0.000205107,0.521410471,-0.012563505,NA,NA,NA,NA
"10",2022101300,1541,52571,"Kindle Vildor",44,"2022-10-13 21:17:41.599999",22,"CHI","left",83.65,43.46,1.81,1.39,0.17,303.55,288.15,"tackle","2022101300-1541-52571","1541-CHI","2022101300-1541-44","5-11",190,"1997-12-11","Georgia Southern","CB",1,0,0,0,47859,"Terry McLaurin",17,"WAS",82.04,44.03,3.92,4.65,0.38,141.8,303.35,"2022101300-1541-47859","1541-WAS","2022101300-1541-44","6-0",210,"1995-09-15","Ohio State","WR",1.7079227148791,47859,"Terry McLaurin","(2:23) T.McLaurin right end to WAS 28 for 5 yards (K.Vildor).",2,1,10,"WAS","CHI","WAS",23,"2:23",0,0,"",NA,NA,5,5,"N",87,"SINGLEBACK",6,0.486758888,0.409572884,0.590427116,0.009704158,-0.009704158,1.307704615,-0.12717692,NA,NA,NA,NA
